iteration,class,top,left,bottom,right,center_x,center_y
267,pipe,123.21,176.09,155.08,207.53,191.81,139.145
268,pipe,123.34,176.09,155.08,207.57,191.82999999999998,139.21
268,box,27.58,80.11,42.98,95.02,87.565,35.28
268,box,0.22,144.23,75.92,158.91,151.57,38.07
268,mario,109.13,187.13,124.17,202.87,195.0,116.65
269,pipe,123.56,176.1,155.08,207.56,191.82999999999998,139.32
269,mario,112.42,193.48,123.22,207.36,200.42000000000002,117.82
269,box,27.58,80.11,42.97,95.01,87.56,35.275
269,box,0.22,144.23,75.92,158.9,151.565,38.07
270,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
270,box,27.58,80.11,42.97,95.02,87.565,35.275
270,mario,110.28,192.21,123.41,207.42,199.815,116.845
270,box,0.22,144.23,75.93,158.9,151.565,38.075
271,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
271,box,27.58,80.11,42.97,95.02,87.565,35.275
271,mario,110.28,192.21,123.41,207.42,199.815,116.845
271,box,0.22,144.23,75.93,158.9,151.565,38.075
272,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
272,box,27.58,80.11,42.97,95.02,87.565,35.275
272,mario,110.28,192.21,123.41,207.42,199.815,116.845
272,box,0.22,144.23,75.93,158.9,151.565,38.075
273,pipe,123.59,176.1,155.07,207.56,191.82999999999998,139.32999999999998
273,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
273,mario,111.74,192.34,122.86,207.66,200.0,117.3
273,box,0.0,144.21,76.87,158.87,151.54000000000002,38.435
274,pipe,123.4,176.1,155.07,207.59,191.845,139.235
274,mario,110.29,188.18,124.62,203.81,195.995,117.45500000000001
274,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
274,box,0.0,144.2,76.87,158.87,151.535,38.435
275,pipe,123.42,176.09,155.07,207.54,191.815,139.245
275,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
275,mario,110.17,183.16,124.68,198.69,190.925,117.42500000000001
275,box,0.28,144.22,76.24,158.9,151.56,38.26
276,pipe,123.76,176.09,155.05,207.49,191.79000000000002,139.405
276,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
276,mario,110.24,179.22,124.65,194.73,186.975,117.445
276,box,0.0,144.2,76.96,158.86,151.53,38.48
277,pipe,123.97,176.09,155.05,207.5,191.79500000000002,139.51
277,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
277,mario,110.26,175.11,124.64,190.63,182.87,117.45
277,box,0.31,144.22,76.3,158.9,151.56,38.305
278,pipe,123.93,176.08,155.05,207.5,191.79000000000002,139.49
278,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
278,mario,110.29,172.13,124.44,187.64,179.885,117.36500000000001
278,box,0.29,144.22,76.28,158.9,151.56,38.285000000000004
279,pipe,123.98,176.08,155.05,207.48,191.78,139.51500000000001
279,box,28.46,80.0,43.03,94.96,87.47999999999999,35.745000000000005
279,mario,110.29,169.14,124.53,184.71,176.925,117.41
279,box,0.27,144.22,76.3,158.9,151.56,38.285
280,pipe,123.98,176.08,155.05,207.48,191.78,139.51500000000001
280,box,28.47,80.0,43.03,94.96,87.47999999999999,35.75
280,mario,110.23,168.05,124.57,183.69,175.87,117.4
280,box,0.0,144.2,76.96,158.86,151.53,38.48
281,pipe,123.92,176.09,155.05,207.49,191.79000000000002,139.485
281,box,27.59,80.11,42.97,95.01,87.56,35.28
281,mario,110.29,165.99,124.59,181.88,173.935,117.44
281,box,0.26,144.22,76.02,158.89,151.555,38.14
282,pipe,123.92,176.09,155.05,207.49,191.79000000000002,139.485
282,box,27.59,80.11,42.97,95.01,87.56,35.28
282,mario,110.29,165.99,124.59,181.88,173.935,117.44
282,box,0.26,144.22,76.02,158.89,151.555,38.14
283,pipe,123.92,176.09,155.05,207.49,191.79000000000002,139.485
283,box,27.59,80.11,42.97,95.01,87.56,35.28
283,mario,110.29,165.99,124.59,181.88,173.935,117.44
283,box,0.26,144.22,76.02,158.89,151.555,38.14
284,pipe,123.95,176.08,155.05,207.49,191.78500000000003,139.5
284,box,27.58,80.11,42.97,95.01,87.56,35.275
284,mario,110.16,167.05,124.67,182.82,174.935,117.41499999999999
284,box,0.23,144.22,76.0,158.89,151.555,38.115
285,pipe,124.24,176.08,155.04,207.49,191.78500000000003,139.64
285,box,27.58,80.11,42.97,95.01,87.56,35.275
285,box,0.22,144.22,76.0,158.9,151.56,38.11
285,mario,111.14,168.15,125.72,183.85,176.0,118.43
286,pipe,124.06,176.09,155.05,207.5,191.79500000000002,139.555
286,box,27.57,80.11,42.97,95.02,87.565,35.269999999999996
286,box,0.23,144.22,75.99,158.9,151.56,38.11
286,mario,110.18,171.17,124.72,186.85,179.01,117.45
287,pipe,123.92,176.08,155.05,207.49,191.78500000000003,139.485
287,box,27.57,80.11,42.97,95.01,87.56,35.269999999999996
287,box,0.23,144.22,75.99,158.9,151.56,38.11
287,mario,110.22,173.18,124.81,188.76,180.97,117.515
288,pipe,124.14,176.08,155.05,207.49,191.78500000000003,139.595
288,box,27.57,80.11,42.97,95.01,87.56,35.269999999999996
288,box,0.23,144.23,75.99,158.9,151.565,38.11
288,mario,110.15,177.21,124.82,192.71,184.96,117.485
289,pipe,123.47,176.08,155.07,207.5,191.79000000000002,139.26999999999998
289,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
289,box,0.33,144.22,75.78,158.88,151.55,38.055
289,mario,110.19,181.12,124.51,196.68,188.9,117.35
290,pipe,123.46,176.09,155.07,207.59,191.84,139.265
290,box,27.77,80.06,42.93,95.06,87.56,35.35
290,box,0.36,144.22,75.78,158.89,151.555,38.07
290,mario,110.24,186.11,124.88,201.77,193.94,117.56
291,pipe,123.41,176.1,155.08,207.56,191.82999999999998,139.245
291,mario,110.35,191.14,124.35,206.58,198.86,117.35
291,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
291,box,0.34,144.22,75.75,158.89,151.555,38.045
292,pipe,123.56,176.1,155.08,207.56,191.82999999999998,139.32
292,mario,112.42,193.48,123.22,207.36,200.42000000000002,117.82
292,box,27.77,80.06,42.93,95.06,87.56,35.35
292,box,0.34,144.23,75.75,158.88,151.555,38.045
293,pipe,123.6,176.1,155.07,207.56,191.82999999999998,139.33499999999998
293,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
293,mario,111.22,192.42,123.74,207.01,199.71499999999997,117.47999999999999
293,box,0.35,144.22,75.77,158.88,151.55,38.059999999999995
294,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
294,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
294,box,0.34,144.22,75.75,158.89,151.555,38.045
294,mario,110.28,192.21,123.41,207.42,199.815,116.845
295,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
295,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
295,box,0.34,144.22,75.75,158.89,151.555,38.045
295,mario,110.28,192.21,123.41,207.42,199.815,116.845
296,pipe,123.6,176.1,155.07,207.56,191.82999999999998,139.33499999999998
296,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
296,mario,111.22,192.42,123.74,207.01,199.71499999999997,117.47999999999999
296,box,0.35,144.22,75.77,158.88,151.55,38.059999999999995
297,pipe,123.57,176.1,155.07,207.57,191.83499999999998,139.32
297,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
297,box,0.34,144.22,75.75,158.89,151.555,38.045
297,mario,110.28,192.21,123.41,207.42,199.815,116.845
298,pipe,123.57,176.1,155.07,207.55,191.825,139.32
298,box,27.77,80.06,42.93,95.06,87.56,35.35
298,box,0.35,144.22,75.78,158.88,151.55,38.065
298,mario,112.6,192.53,122.15,207.45,199.99,117.375
299,pipe,123.53,176.1,155.08,207.55,191.825,139.305
299,box,27.77,80.06,42.93,95.06,87.56,35.35
299,box,0.34,144.22,75.76,158.88,151.55,38.050000000000004
299,mario,112.36,192.42,121.98,207.57,199.995,117.17
300,pipe,123.39,176.1,155.08,207.59,191.845,139.235
300,mario,110.3,188.18,124.63,203.81,195.995,117.465
300,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
300,box,0.36,144.22,75.77,158.89,151.555,38.065
